Id,Concatenated_Responses,Script_Type
1,"رازہ 
خورہ 
اودہ 
پاسہ 
خوشحالہ 
خفہ 
گرم 
یخ 
غٹ 
 | واڑوکے
خہ 
بد 
خا 
نہ
نن
سبا
سحر
ماحام 
شپہ 
ملگرے  | دشمن 
مینہ 
بدوالے 
سڑک 
مارکیٹ 
پیسہ 
وخت 
نوم 
کلے
خار 
غر 
دریاب 
نور
سپومی 
باران
ہوا 
اور 
 | تہ سنگہ ئی ؟ | ستا نوم سہ دے؟ | سہ کوی ؟ | زہ واگے شوی یم۔ | موسم نن ڈیر گرم دے۔ | زہ بازار تہ زم | دا خوراک ڈیر حہ دے۔ | زما خاندان کلی کی اوسیگی ۔ | زہ بہ سبا سکول تہ زم۔ | ستا ڈیرہ شکریہ ۔ | کم زئ یئ ۔ | ملگرے
رورہ
زر کہ
سہ شوی دی۔ | اسلام و علیکم تاسو نن چائے لہ راشی۔ | زہ سحر پاسم 
مونز وکم 
بیا تلاوت قرآن وکم
بیا ناشتہ او ھغی نہ بعد کلج تہ زم۔ | https://drive.google.com/open?id=1kyiFmhq5ARnMHQJnJ6S71v8Ewmrob6kT | Yes, but please do not share my responses outside of academic use",Pashto_Script
